name,ra,dec,redshift,mag_r,flag,N_g,N_r,N_i,N_z
J021420.18-045855.05,33.5841,-4.98196,2.387,20.0944,Q,103,110,108,215
J021421.75-043036.42,33.5906,-4.51012,1.977,22.5041,Q,82,89,98,120
J021425.74-045656.81,33.6072,-4.94911,1.457,21.5973,Q,102,106,108,215
J021429.29-051744.60,33.622,-5.29572,3.979,18.683,QQ,93,95,99,205
J021435.23-051504.70,33.6468,-5.25131,1.424,99.0,QQ,10,10,8,23
J021436.80-045150.30,33.6533,-4.86397,1.108,20.594,QQ,36,16,8,20
J021437.47-045932.40,33.6561,-4.99233,1.45,20.771,QQ,102,109,108,205
J021438.15-052024.45,33.659,-5.34012,3.198,20.6474,Q,100,113,110,219
J021439.12-051355.30,33.663,-5.23203,1.683,20.576,QQ,107,114,114,226
J021441.86-043709.00,33.6744,-4.61917,2.159,21.714,QQ,101,110,114,218
J021444.84-044828.30,33.6868,-4.80786,2.42,20.54,QQ,94,90,84,156
J021444.99-045012.56,33.6874,-4.83682,1.2308,21.4945,qQ,80,81,84,131
J021449.82-041700.60,33.7076,-4.2835,1.43,19.979,QQ,12,12,9,11
J021451.07-044236.60,33.7128,-4.71017,1.401,20.688,QQ,107,114,114,220
J021453.66-042844.83,33.7236,-4.47912,0.723,21.28,Q,104,108,112,216
J021457.21-043011.40,33.7384,-4.50317,2.636,17.892,QQ,54,24,13,62
J021458.57-045742.27,33.744,-4.96174,1.0852,20.8486,qQ,107,105,106,223
J021458.81-042438.12,33.745,-4.41059,2.1928,22.2048,qQ,104,109,110,205
J021459.07-045931.04,33.7461,-4.99196,2.5308,21.5453,qQ,104,108,111,201
J021500.11-050640.86,33.7505,-5.11135,4.174,20.006,qQ,98,107,103,208
J021500.22-043007.50,33.7509,-4.50208,1.012,19.318,QQ,106,114,110,226
J021504.31-052953.74,33.7679,-5.49826,2.224,21.9079,Q,97,113,109,201
J021504.73-052358.97,33.7697,-5.39971,2.149,21.8469,Q,85,90,88,189
J021505.09-045856.00,33.7712,-4.98222,1.61,18.793,QQ,105,115,111,229
J021505.31-042756.84,33.7721,-4.46579,1.0,22.0093,q,100,111,109,214
J021507.09-050432.08,33.7795,-5.07558,-1.0,22.3824,q,64,94,99,183
J021513.49-043917.10,33.8062,-4.65475,1.131,20.907,QQ,105,109,113,219
J021514.27-053321.30,33.8095,-5.55592,0.703,19.752,QQ,106,115,115,227
J021516.33-051931.30,33.818,-5.32536,1.14,20.995,QQ,99,110,109,208
J021518.03-052836.28,33.8251,-5.47674,-1.0,22.8204,q,0,82,103,207
J021524.99-045353.80,33.8541,-4.89828,0.713,20.626,QQ,106,116,116,223
J021527.68-052015.78,33.8653,-5.33772,1.9536,22.1365,qQ,100,109,107,204
J021529.32-040830.10,33.8722,-4.1417,1.252,20.489,QQ,103,110,112,220
J021529.32-041256.46,33.8722,-4.21568,3.4,21.7285,q,92,111,112,214
J021529.61-052608.00,33.8734,-5.43555,2.693,20.201,QQ,103,112,112,204
J021530.23-041126.50,33.8759,-4.19069,3.1,20.4411,q,105,113,112,221
J021537.15-045657.19,33.9048,-4.94922,1.032,22.1459,Q,95,107,104,198
J021538.76-050050.10,33.9115,-5.01392,1.223,20.713,QQ,103,108,109,218
J021539.83-044639.08,33.9159,-4.77752,1.562,22.7203,Q,79,90,85,95
J021539.96-040952.77,33.9165,-4.16466,2.805,21.6886,Q,103,108,111,211
J021540.03-041725.40,33.9168,-4.29039,2.25,22.042,qQ,104,106,109,209
J021541.12-041546.09,33.9213,-4.2628,3.2,20.751,q,23,36,36,104
J021542.58-044029.32,33.9274,-4.67481,3.8,21.9259,q,56,107,114,221
J021542.60-052119.49,33.9275,-5.35541,1.3192,22.5988,qQ,80,101,89,161
J021543.61-042517.08,33.9317,-4.42141,1.1,21.9892,q,101,111,110,211
J021544.02-053607.60,33.9334,-5.60211,1.868,20.689,QQ,100,113,112,217
J021544.75-041500.91,33.9365,-4.25025,1.111,21.7823,Q,100,109,115,220
J021544.87-041338.00,33.937,-4.22722,1.183,19.556,QQ,104,114,114,229
J021546.16-053847.45,33.9423,-5.64651,3.01,20.3245,Q,102,114,115,224
J021546.40-045921.65,33.9433,-4.98935,1.4804,20.3739,qQ,107,115,114,222
J021546.85-050509.40,33.9452,-5.08595,1.449,20.574,QQ,15,19,20,77
J021547.85-045040.31,33.9494,-4.84453,2.354,23.3788,Q,90,80,74,94
J021548.31-050717.50,33.9513,-5.12153,1.534,23.3106,Q,3,44,83,168
J021548.81-043230.39,33.9534,-4.54178,2.2,19.1419,q,107,114,112,228
J021550.49-050334.80,33.9604,-5.05967,2.063,20.277,QQ,107,113,114,227
J021550.88-043140.15,33.962,-4.52782,1.179,22.2198,Q,78,101,108,210
J021551.13-051435.00,33.963,-5.24305,2.82,20.594,QQ,104,111,108,212
J021551.98-051215.26,33.9666,-5.20424,2.183,21.9375,Q,103,113,112,215
J021553.06-041447.56,33.9711,-4.24654,3.5,21.4298,q,87,108,111,214
J021554.01-042211.13,33.975,-4.36976,3.3,22.8354,q,56,76,91,134
J021554.47-041059.07,33.977,-4.18307,2.6,22.2589,q,86,104,112,200
J021556.39-050713.65,33.985,-5.12046,2.096,21.1073,Q,102,110,110,222
J021556.39-050033.00,33.985,-5.00917,0.953,20.375,QQ,103,114,113,225
J021557.22-042651.80,33.9884,-4.44772,1.242,20.237,QQ,80,98,90,159
J021557.63-045009.50,33.9901,-4.83597,0.884,18.471,QQ,67,80,77,212
J021557.78-045930.62,33.9907,-4.99184,1.195,21.8611,Q,101,110,110,195
J021559.58-041836.27,33.9982,-4.31007,3.9,21.8033,q,67,102,96,168
J021600.05-051606.65,34.0002,-5.26852,1.061,21.851,Q,45,49,57,81
J021600.36-043829.30,34.0015,-4.64147,1.627,19.856,QQ,111,119,115,228
J021600.96-052018.77,34.004,-5.33855,1.946,23.3798,Q,70,58,94,58
J021601.93-054017.42,34.0081,-5.67151,1.553,21.2633,Q,101,110,112,211
J021602.76-040901.99,34.0115,-4.15055,4.9,22.7577,q,4,88,113,221
J021602.97-043405.67,34.0124,-4.56824,3.3,22.5461,q,49,72,82,135
J021603.76-050831.61,34.0157,-5.14211,0.7992,21.6275,qQ,103,110,115,220
J021605.87-054727.84,34.0245,-5.79107,2.1824,20.5653,qQ,107,112,112,221
J021606.44-050336.60,34.0268,-5.06017,1.411,21.636,QQ,97,110,112,217
J021606.58-040508.50,34.0274,-4.08569,1.145,20.241,QQ,83,75,79,185
J021606.89-043351.04,34.0287,-4.56418,3.1,21.0721,q,109,114,115,216
J021607.70-041818.55,34.0321,-4.30515,1.832,22.3585,Q,97,103,110,170
J021608.59-053449.00,34.0358,-5.58028,2.155,19.878,QQ,10,11,9,30
J021608.95-040057.90,34.0373,-4.01608,0.6,21.4279,q,99,111,107,212
J021609.91-044907.01,34.0413,-4.81861,4.0,21.5779,q,106,110,112,211
J021611.00-041850.29,34.0459,-4.31397,3.2744,20.093,qQ,106,115,114,165
J021611.36-045841.82,34.0473,-4.97828,1.755,22.7883,Q,92,102,103,160
J021612.83-044634.10,34.0535,-4.77614,1.56,19.516,QQ,57,69,57,113
J021613.36-054147.20,34.0557,-5.69644,1.3,21.563,QQ,105,112,111,212
J021613.79-042947.39,34.0575,-4.4965,0.3,22.2836,q,67,91,102,169
J021613.87-040827.13,34.0578,-4.14087,3.519,21.7418,Q,83,105,107,208
J021614.41-052248.46,34.06,-5.38013,2.253,21.5429,Q,110,117,118,222
J021615.30-045023.52,34.0637,-4.83987,2.6,22.6134,q,54,93,96,115
J021615.75-043443.68,34.0656,-4.5788,3.2,21.7696,q,102,109,113,219
J021616.24-043123.89,34.0677,-4.5233,3.0,20.8416,q,108,109,112,221
J021616.37-044123.91,34.0682,-4.68997,3.7,22.6551,q,39,82,93,141
J021616.38-051047.99,34.0683,-5.18,1.322,22.6573,Q,84,103,101,140
J021616.81-051253.70,34.07,-5.21492,2.713,23.3062,Q,25,60,53,56
J021616.92-050636.58,34.0705,-5.11016,0.3988,19.5951,qQ,69,57,68,170
J021617.90-041019.48,34.0746,-4.17208,0.6588,21.5083,qQ,104,108,108,206
J021618.54-050941.05,34.0773,-5.1614,1.124,22.3383,Q,44,93,106,215
J021619.00-051722.47,34.0792,-5.28958,2.986,21.965,Q,100,107,105,192
J021619.39-052552.40,34.0808,-5.43122,1.224,20.999,QQ,13,21,23,33
J021619.53-050956.90,34.0814,-5.1658,2.32,20.48,QQ,102,113,112,224
J021619.96-051652.19,34.0832,-5.28116,0.4,22.129,q,81,85,100,181
J021620.26-045822.67,34.0844,-4.97296,2.1,22.6712,q,66,99,100,164
J021620.70-051718.78,34.0863,-5.28855,3.19,21.9385,Q,100,112,112,209
J021620.91-053417.50,34.0871,-5.57153,1.508,20.031,QQ,107,115,113,225
J021622.27-052027.34,34.0928,-5.34093,1.392,21.7889,qQ,102,111,112,202
J021622.54-043839.38,34.0939,-4.64427,1.9,23.2029,q,9,77,83,101
J021622.82-043911.08,34.0951,-4.65308,1.338,21.2162,Q,94,101,107,203
J021623.17-040715.69,34.0966,-4.12102,4.8,22.4372,q,34,102,111,210
J021623.26-045631.15,34.0969,-4.94199,3.36,23.1979,Q,64,86,79,38
J021623.78-045910.19,34.0991,-4.98617,1.112,23.0782,Q,32,89,109,217
J021624.80-041432.01,34.1033,-4.24223,0.497,20.3576,Q,108,110,116,222
J021625.99-041951.34,34.1083,-4.33093,0.3468,21.0638,qQ,97,106,112,220
J021626.16-050956.47,34.109,-5.16569,2.191,22.365,Q,103,110,109,213
J021626.18-045047.76,34.1091,-4.8466,2.5,22.3173,q,78,86,86,167
J021626.53-045308.26,34.1106,-4.88563,0.9552,21.8,qQ,107,115,114,219
J021628.31-052011.77,34.118,-5.3366,2.1,21.1104,q,104,111,115,214
J021628.43-040147.10,34.1185,-4.02975,0.83,19.031,QQ,104,88,50,106
J021628.80-053657.69,34.12,-5.61603,2.1,21.2434,q,79,86,87,179
J021628.87-042220.08,34.1203,-4.37224,1.4388,21.0857,qQ,107,113,115,220
J021629.35-053633.90,34.1223,-5.60942,2.109,21.134,QQ,107,114,117,215
J021630.16-041825.69,34.1257,-4.30714,2.6,22.0979,q,65,104,102,180
J021630.56-050404.84,34.1273,-5.06801,1.777,21.5982,Q,99,109,99,211
J021630.87-042051.50,34.1286,-4.34764,1.53,19.476,QQ,106,113,115,224
J021631.31-043656.61,34.1305,-4.61572,1.28,21.6104,Q,98,109,104,206
J021631.35-043207.90,34.1306,-4.53553,1.155,19.452,QQ,107,111,92,220
J021631.65-045202.63,34.1319,-4.8674,-1.0,20.9651,q,102,112,114,219
J021633.22-043151.10,34.1384,-4.53086,3.6,21.6171,q,101,109,112,204
J021633.89-044716.48,34.1412,-4.78791,2.6,23.2908,q,49,62,56,45
J021634.50-053554.08,34.1438,-5.59836,1.927,20.6283,Q,89,86,80,126
J021635.17-053823.28,34.1465,-5.6398,1.449,22.9436,Q,62,93,103,193
J021635.23-054302.20,34.1468,-5.71728,2.705,21.4151,Q,107,113,114,215
J021636.02-050140.98,34.1501,-5.02805,0.628,20.9798,Q,103,110,108,221
J021636.30-043208.05,34.1513,-4.53557,4.4,21.9766,q,58,105,113,205
J021637.45-043301.04,34.156,-4.55029,4.9,23.7806,q,0,22,53,86
J021637.61-053318.60,34.1567,-5.55517,0.981,21.032,QQ,108,114,103,213
J021637.68-045923.07,34.157,-4.98974,0.324,21.0417,Q,101,112,114,223
J021639.70-053147.64,34.1654,-5.5299,0.853,21.6634,Q,109,118,115,224
J021640.73-044404.80,34.1697,-4.73467,0.875,16.281,QQ,21,25,27,60
J021640.94-045754.39,34.1706,-4.96511,1.439,24.315,Q,21,38,38,51
J021641.62-045226.10,34.1734,-4.87392,1.064,20.95,QQ,107,114,116,221
J021642.07-041853.03,34.1753,-4.31473,2.4,21.2164,q,106,111,113,222
J021642.26-051801.63,34.1761,-5.30045,1.2152,20.8742,qQ,105,114,115,224
J021642.59-041208.28,34.1775,-4.2023,2.3,22.7694,q,87,97,100,129
J021642.86-044238.97,34.1786,-4.71082,4.9,23.1389,q,0,69,116,226
J021643.70-052236.20,34.1821,-5.37672,1.841,20.284,QQ,109,118,117,225
J021645.35-044826.75,34.189,-4.80743,1.456,22.9609,Q,14,27,57,102
J021645.95-054307.90,34.1915,-5.71886,1.993,21.815,QQ,48,93,86,169
J021646.22-044220.04,34.1926,-4.70557,1.154,21.6945,Q,108,112,113,217
J021646.73-051217.40,34.1947,-5.20483,0.757,21.3896,Q,105,115,114,222
J021647.25-044029.80,34.1969,-4.67494,1.748,21.306,QQ,107,114,113,218
J021647.38-035856.11,34.1974,-3.98225,0.7,20.456,q,103,113,111,219
J021647.69-041651.70,34.1987,-4.28103,2.026,22.3009,Q,45,47,50,73
J021647.75-051713.33,34.199,-5.28704,1.027,20.8261,Q,83,94,91,185
J021648.84-041705.03,34.2035,-4.28473,3.0,22.1599,q,78,107,112,191
J021649.98-051742.20,34.2083,-5.29506,1.28,22.5791,Q,87,101,100,184
J021650.20-040142.64,34.2092,-4.02851,1.031,21.0152,Q,105,111,94,203
J021650.28-040525.50,34.2095,-4.09042,3.0924,21.1955,qQ,71,76,75,173
J021651.82-043350.35,34.2159,-4.56399,2.7,22.0602,q,82,109,108,191
J021652.31-053605.47,34.2179,-5.60152,1.439,22.0528,Q,90,112,112,202
J021652.66-054102.69,34.2194,-5.68408,2.612,20.5863,Q,103,114,113,221
J021652.90-044437.52,34.2204,-4.74376,3.8,23.1456,q,39,53,87,141
J021652.93-051059.54,34.2205,-5.18321,1.424,23.4383,Q,1,43,92,176
J021653.60-043045.77,34.2233,-4.51271,1.636,20.8089,Q,107,117,116,227
J021653.69-041526.54,34.2237,-4.25737,2.1,22.5053,q,88,104,105,142
J021654.05-043738.26,34.2252,-4.62729,2.7,22.457,q,64,102,108,178
J021654.76-045744.76,34.2282,-4.96243,0.7524,21.4987,qQ,103,110,112,215
J021655.22-051146.83,34.2301,-5.19634,2.796,21.6203,Q,103,107,111,214
J021655.32-052335.57,34.2305,-5.39322,2.221,21.6871,Q,104,112,112,210
J021656.05-044938.48,34.2335,-4.82736,3.9,22.5821,q,61,94,101,168
J021656.32-050935.11,34.2347,-5.15975,3.9556,20.9688,qQ,103,111,114,227
J021656.47-050058.52,34.2353,-5.01626,4.0,22.5981,q,5,90,106,200
J021657.46-050108.89,34.2394,-5.01914,3.0,22.4591,q,66,94,98,141
J021657.54-040443.94,34.2398,-4.07887,1.738,21.7867,Q,95,106,115,205
J021657.68-054810.75,34.2403,-5.80299,2.153,22.9051,Q,87,81,94,180
J021657.83-040817.71,34.241,-4.13825,3.0404,20.5951,qQ,102,111,113,220
J021658.32-051810.62,34.243,-5.30295,0.1,22.3516,q,77,107,107,195
J021658.85-041709.80,34.2452,-4.28606,0.9,22.152,q,98,107,109,199
J021659.32-052429.43,34.2472,-5.40818,1.426,21.8608,Q,69,87,85,178
J021659.42-035853.40,34.2476,-3.9815,1.03,21.5178,Q,100,110,112,214
J021659.87-053203.50,34.2495,-5.53431,2.816,17.189,QQ,109,121,117,229
J021701.19-053310.91,34.255,-5.55303,0.912,21.3011,Q,105,112,116,223
J021701.60-041932.40,34.2567,-4.32567,1.567,22.0759,Q,102,113,112,202
J021702.67-051655.94,34.2611,-5.28221,2.7,21.8473,q,107,115,112,208
J021703.29-042912.83,34.2637,-4.4869,2.7,21.5836,q,107,111,116,210
J021703.33-040523.45,34.2639,-4.08985,1.798,21.0769,Q,80,91,87,184
J021703.72-043738.26,34.2655,-4.62729,1.352,21.9661,Q,103,115,113,197
J021703.86-053140.80,34.2661,-5.528,2.281,21.2721,Q,105,113,112,226
J021704.20-050304.09,34.2675,-5.05114,2.7,21.6113,q,100,111,112,220
J021704.85-050247.20,34.2702,-5.04644,3.4,21.6642,q,89,113,113,217
J021705.28-042313.50,34.272,-4.38708,0.784,20.546,QQ,108,119,114,224
J021705.45-053428.20,34.2727,-5.5745,0.633,21.2195,Q,109,114,111,216
J021705.51-042253.50,34.273,-4.38153,0.788,19.848,QQ,107,119,112,226
J021705.56-050629.44,34.2732,-5.10818,1.385,22.3622,Q,69,108,105,199
J021705.92-052129.23,34.2747,-5.35812,2.396,23.6809,Q,87,75,79,93
J021706.40-041116.09,34.2767,-4.1878,5.0,22.7462,q,34,81,96,143
J021707.96-055152.10,34.2832,-5.86447,1.883,19.603,QQ,99,107,108,211
J021710.27-041143.10,34.2928,-4.1953,1.244,19.092,QQ,105,113,110,226
J021710.73-045511.45,34.2947,-4.91985,1.458,23.2447,Q,36,58,43,42
J021712.00-044620.00,34.3,-4.77222,1.103,19.482,QQ,14,14,15,26
J021712.07-052029.68,34.3003,-5.34158,2.7,22.2715,q,76,109,105,187
J021712.98-054109.69,34.3041,-5.68602,4.563,22.0627,Q,8,110,113,217
J021713.15-045115.91,34.3048,-4.85442,2.504,20.9082,Q,103,113,112,218
J021713.25-054247.10,34.3052,-5.71308,1.095,19.976,QQ,108,118,115,222
J021714.53-040020.94,34.3106,-4.00582,1.402,20.2713,Q,99,101,100,178
J021714.57-043236.85,34.3107,-4.54357,4.5,21.7228,q,85,117,118,225
J021714.65-050525.60,34.311,-5.09045,1.895,20.851,QQ,14,14,11,13
J021714.74-044712.10,34.3114,-4.7867,1.037,22.1848,Q,47,63,69,107
J021716.10-050734.93,34.3171,-5.12637,2.329,22.9018,Q,97,93,103,179
J021718.70-045225.88,34.3279,-4.87386,1.322,22.6168,Q,23,52,55,109
J021718.97-041459.42,34.329,-4.24984,3.8,22.5013,q,19,87,90,131
J021719.45-052305.30,34.331,-5.38481,2.695,19.096,QQ,109,119,117,231
J021719.96-044135.43,34.3332,-4.69317,3.5,21.5498,q,93,111,114,215
J021720.62-053641.50,34.3359,-5.61153,3.083,21.028,QQ,108,114,116,221
J021721.33-053910.09,34.3389,-5.6528,2.06,21.0437,Q,106,117,115,219
J021721.65-050628.90,34.3402,-5.10803,0.983,20.283,QQ,105,113,117,215
J021721.67-050857.85,34.3403,-5.1494,1.823,22.8223,Q,81,75,94,68
J021722.33-052322.64,34.3431,-5.38962,1.9588,21.4618,qQ,105,114,115,222
J021722.61-042215.56,34.3442,-4.37099,0.996,21.2024,Q,105,112,112,218
J021722.74-051820.55,34.3447,-5.30571,0.3,22.3561,q,78,102,110,202
J021722.91-043743.07,34.3455,-4.62863,1.9796,21.8979,qQ,111,113,116,213
J021723.06-040828.46,34.3461,-4.14124,0.8,22.107,q,94,106,106,184
J021723.66-050009.52,34.3486,-5.00264,1.6,22.0797,q,100,110,110,211
J021723.89-053721.90,34.3495,-5.62275,1.3036,18.8915,qQ,110,120,118,228
J021725.03-045036.98,34.3543,-4.84361,1.478,21.372,Q,107,116,115,219
J021725.45-045901.68,34.3561,-4.9838,3.328,22.911,Q,67,79,93,128
J021725.89-045215.25,34.3579,-4.8709,1.065,22.0191,Q,92,109,94,205
J021726.73-050932.15,34.3614,-5.15893,2.909,22.6402,Q,83,111,108,201
J021727.27-041855.84,34.3636,-4.31551,2.8,22.7376,q,82,95,90,159
J021727.95-050958.26,34.3665,-5.16618,3.3,22.0368,q,97,112,116,211
J021728.55-053228.85,34.369,-5.54135,1.621,22.1513,Q,93,101,102,159
J021729.06-041937.57,34.3711,-4.3271,1.146,21.8409,Q,98,111,117,224
J021729.16-042017.50,34.3715,-4.3382,1.1528,21.4838,qQ,102,118,112,213
J021730.58-052222.79,34.3774,-5.373,2.477,21.8899,Q,106,115,113,212
J021730.92-041823.50,34.3788,-4.30653,2.321,19.662,QQ,109,120,116,214
J021731.10-043515.42,34.3796,-4.58762,1.077,21.1445,Q,100,112,112,209
J021731.48-040959.13,34.3812,-4.16642,3.4,19.7668,q,104,114,116,224
J021731.59-053321.22,34.3816,-5.55589,1.516,22.3264,Q,32,86,101,171
J021731.71-040140.68,34.3821,-4.02797,0.759,19.6277,Q,34,36,32,57
J021732.31-052951.00,34.3846,-5.4975,1.752,21.38,QQ,108,113,117,224
J021732.40-051250.71,34.385,-5.21409,2.9,20.9002,q,106,116,114,223
J021732.88-044117.44,34.387,-4.68818,1.911,21.7221,Q,102,110,116,221
J021734.22-041910.28,34.3926,-4.31952,2.7,20.3058,q,109,117,119,225
J021734.98-042951.67,34.3957,-4.49769,1.132,19.979,qQ,107,118,115,230
J021735.57-040806.30,34.3982,-4.13508,1.694,21.2417,Q,101,108,109,221
J021735.95-045446.38,34.3998,-4.91288,1.273,22.0667,Q,94,107,107,209
J021735.96-044233.55,34.3998,-4.70932,3.292,22.7103,Q,70,103,110,203
J021736.55-052156.67,34.4023,-5.36574,1.034,21.8015,Q,98,113,114,219
J021738.02-051816.68,34.4084,-5.30463,1.626,20.4525,qQ,108,118,115,224
J021738.77-051257.18,34.4116,-5.21588,2.5308,20.2363,qQ,110,116,113,225
J021739.07-051734.08,34.4128,-5.2928,2.9,20.9104,q,108,113,116,216
J021739.22-055306.10,34.4134,-5.88503,2.453,19.511,QQ,10,10,7,8
J021740.42-053026.05,34.4184,-5.50724,1.091,21.7757,Q,101,109,109,210
J021740.90-051130.96,34.4204,-5.19193,1.92,23.4615,Q,69,60,83,80
J021741.22-040034.97,34.4218,-4.00971,1.035,19.2935,Q,33,36,34,63
J021741.30-044959.69,34.4221,-4.83325,1.189,21.7088,Q,104,115,114,210
J021741.97-043130.34,34.4249,-4.52509,3.137,22.4533,Q,74,93,88,142
J021743.02-043624.90,34.4292,-4.60692,0.785,19.947,QQ,16,16,15,23
J021743.31-043329.00,34.4305,-4.55806,1.428,20.6582,Q,108,117,114,226
J021743.42-050927.70,34.4309,-5.15769,1.596,21.4189,Q,102,113,115,219
J021744.10-043352.07,34.4338,-4.56446,3.4,21.4434,q,104,114,111,217
J021744.20-055712.70,34.4342,-5.95353,1.15,19.253,QQ,11,11,9,10
J021744.47-044809.72,34.4353,-4.8027,3.2,22.4203,q,80,109,110,178
J021744.83-051019.86,34.4368,-5.17218,3.2,21.609,q,102,113,116,209
J021745.25-050152.20,34.4385,-5.03117,1.535,22.4963,Q,73,95,98,177
J021746.64-044950.13,34.4443,-4.83059,2.145,22.0567,Q,106,109,112,208
J021746.77-042344.23,34.4449,-4.39562,-1.0,21.0731,q,58,52,51,99
J021746.83-052718.48,34.4451,-5.45513,0.955,21.4259,Q,104,114,118,223
J021747.17-045624.81,34.4465,-4.94023,1.538,22.952,Q,47,49,61,82
J021747.19-053603.79,34.4466,-5.60105,1.5,20.4025,q,99,113,107,200
J021747.56-051323.47,34.4482,-5.22319,1.668,22.3228,Q,102,110,103,183
J021748.35-042945.61,34.4514,-4.496,2.167,23.6802,Q,29,45,69,130
J021748.89-041053.46,34.4537,-4.18152,1.3712,21.2764,qQ,103,109,115,214
J021749.09-041215.60,34.4545,-4.20433,1.388,19.758,QQ,106,113,114,226
J021749.67-044938.72,34.457,-4.82742,3.3,20.6554,q,106,106,106,210
J021750.02-052810.30,34.4584,-5.46953,1.291,20.698,QQ,108,120,116,227
J021750.07-043733.63,34.4586,-4.62601,1.183,21.2634,Q,105,110,115,220
J021751.05-050302.79,34.4627,-5.05078,0.872,21.2242,Q,95,96,87,198
J021753.00-045713.74,34.4709,-4.95382,1.265,22.5436,Q,23,48,58,179
J021753.74-045747.40,34.4739,-4.96317,1.402,20.157,QQ,110,117,117,229
J021754.93-052746.56,34.4789,-5.46293,4.3,22.7207,q,6,102,114,219
J021755.07-053921.30,34.4795,-5.65592,1.879,19.967,QQ,16,15,14,31
J021755.98-045031.43,34.4832,-4.84206,1.275,22.1396,Q,102,114,112,194
J021756.48-050651.73,34.4853,-5.11437,1.09,21.0106,Q,76,64,71,104
J021756.86-041455.14,34.4869,-4.24865,3.5,22.3156,q,37,57,61,97
J021757.23-050216.23,34.4884,-5.03784,0.9292,20.3579,qQ,108,118,117,230
J021757.27-052755.86,34.4886,-5.46552,0.694,22.6888,Q,0,57,104,201
J021757.52-045059.20,34.4897,-4.84978,2.256,20.547,QQ,106,112,112,226
J021758.15-042522.14,34.4923,-4.42282,0.646,21.1459,Q,102,113,114,201
J021758.35-053900.30,34.4931,-5.65008,2.587,20.913,QQ,109,117,116,227
J021758.63-050814.90,34.4943,-5.13747,3.034,21.7499,Q,103,114,114,206
J021758.65-042353.27,34.4944,-4.39813,4.9,22.8054,q,26,47,67,43
J021758.68-053706.07,34.4945,-5.61835,2.253,21.6849,Q,107,113,115,213
J021758.71-051309.88,34.4946,-5.21941,4.2,21.5809,q,91,117,118,229
J021759.50-045950.03,34.4979,-4.99723,1.4,22.7474,Q,73,95,89,143
J021759.98-044236.70,34.4999,-4.71019,1.643,22.2212,Q,102,111,112,200
J021759.99-040704.07,34.5,-4.1178,2.3,22.7154,q,52,44,60,71
J021800.67-042508.65,34.5028,-4.41907,2.65,21.3726,Q,109,118,116,217
J021801.25-043819.60,34.5052,-4.63878,1.064,21.0739,Q,108,118,117,222
J021801.50-050104.95,34.5062,-5.01804,1.084,22.9259,Q,58,96,99,195
J021801.58-051949.13,34.5066,-5.33031,1.993,23.2851,Q,66,75,97,116
J021801.85-050028.94,34.5077,-5.00804,2.4,22.1496,q,94,104,99,123
J021802.50-050032.96,34.5104,-5.00915,1.086,23.6662,Q,12,22,29,61
J021802.63-043023.03,34.511,-4.5064,1.818,21.1091,Q,111,119,118,222
J021802.96-043141.67,34.5123,-4.52824,1.416,20.8532,Q,108,116,114,224
J021803.48-041826.36,34.5145,-4.30732,0.5704,21.9144,qQ,101,114,117,211
J021803.61-044118.33,34.515,-4.68843,3.4,21.8051,q,93,112,110,205
J021803.88-050206.66,34.5162,-5.03518,2.338,22.8569,Q,72,91,95,163
J021807.19-053722.61,34.53,-5.62295,1.307,21.2472,Q,107,115,115,226
J021807.30-041138.86,34.5304,-4.19413,3.3,22.0141,q,87,105,112,191
J021807.43-050317.25,34.5309,-5.05479,1.402,21.9654,Q,102,116,113,203
J021807.62-040820.79,34.5317,-4.13911,0.3312,21.8437,qQ,98,114,114,201
J021808.09-044735.37,34.5337,-4.79316,2.7,22.3758,q,88,105,106,204
J021808.10-044211.90,34.5337,-4.7033,1.3,20.5963,Q,110,117,115,225
J021808.24-045845.20,34.5343,-4.97922,0.713,17.697,QQ,106,118,114,228
J021808.36-052803.79,34.5349,-5.46772,1.4076,22.7768,qQ,60,72,93,106
J021808.40-041323.95,34.535,-4.22332,3.4,22.2668,q,93,114,113,199
J021808.41-042713.65,34.535,-4.45379,1.8808,20.7578,qQ,104,110,114,224
J021808.56-051224.40,34.5357,-5.20678,1.039,20.552,QQ,106,117,113,217
J021808.59-040147.62,34.5358,-4.0299,2.072,20.3113,Q,38,36,34,61
J021808.62-045354.67,34.5359,-4.89852,2.296,21.9622,Q,106,114,116,225
J021808.81-043722.59,34.5367,-4.62294,1.02,21.3923,Q,102,108,113,212
J021809.04-044749.94,34.5377,-4.7972,2.215,20.9836,Q,107,114,115,226
J021809.32-042756.41,34.5388,-4.46567,1.537,21.7738,Q,104,112,116,217
J021809.55-050200.21,34.5398,-5.03339,1.277,21.2389,Q,102,108,111,217
J021809.79-040808.81,34.5408,-4.13578,1.5,21.958,Q,94,106,115,197
J021810.06-043047.68,34.5419,-4.51324,1.481,21.8535,Q,110,117,118,208
J021810.20-044808.43,34.5425,-4.80234,2.017,23.334,Q,72,76,89,77
J021811.47-044035.43,34.5478,-4.67651,3.0,20.8774,q,107,108,92,198
J021811.75-045333.18,34.549,-4.89255,2.1,22.4832,q,84,102,101,162
